file,asset_id,bom_ref,component,version,known_cves
ICS-0027_ge_d20-mx-substation-controller-d20mx_SBOM.json,ICS-0027,pkg:oss:libpcap,libpcap,1.8.1,CVE-2018-16301;CVE-2019-15165
ICS-0027_ge_d20-mx-substation-controller-d20mx_SBOM.json,ICS-0027,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0027_ge_d20-mx-substation-controller-d20mx_SBOM.json,ICS-0027,pkg:oss:openssh,OpenSSH,9.3p1,CVE-2023-38408;CVE-2023-48795;CVE-2024-6387
ICS-0028_siemens_sicam-a8000-rtu-cp-8050_SBOM.json,ICS-0028,pkg:oss:dnsmasq,dnsmasq,2.82,CVE-2020-25681;CVE-2020-25684;CVE-2021-3448
ICS-0028_siemens_sicam-a8000-rtu-cp-8050_SBOM.json,ICS-0028,pkg:oss:net-snmp,Net-SNMP,5.9.1,CVE-2022-24805;CVE-2022-24809
ICS-0028_siemens_sicam-a8000-rtu-cp-8050_SBOM.json,ICS-0028,pkg:oss:musl,musl libc,1.1.24,CVE-2020-28928
ICS-0028_siemens_sicam-a8000-rtu-cp-8050_SBOM.json,ICS-0028,pkg:oss:openssl,OpenSSL,1.1.1n,CVE-2022-1292;CVE-2022-2068;CVE-2022-4304
ICS-0028_siemens_sicam-a8000-rtu-cp-8050_SBOM.json,ICS-0028,pkg:oss:libpcap,libpcap,1.8.1,CVE-2018-16301;CVE-2019-15165
ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM.json,ICS-0029,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM.json,ICS-0029,pkg:oss:lwip,lwIP,1.4.1,CVE-2014-1912;CVE-2020-22283;CVE-2020-22284
ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM.json,ICS-0029,pkg:oss:openssl,OpenSSL,1.1.1k,CVE-2021-3711;CVE-2021-3712;CVE-2022-0778
ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM.json,ICS-0029,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM.json,ICS-0029,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM.json,ICS-0029,pkg:oss:mbedtls,Mbed TLS,2.28.0,CVE-2022-35409;CVE-2023-43615
ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM.json,ICS-0029,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM.json,ICS-0029,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,pkg:oss:goahead,GoAhead Embedded Web Server,4.1.0,CVE-2021-42342
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,pkg:oss:open62541,open62541 OPC UA Stack,1.3.6,CVE-2023-31048
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,pkg:oss:net-snmp,Net-SNMP,5.9.1,CVE-2022-24805;CVE-2022-24809
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,pkg:oss:lighttpd,lighttpd,1.4.45,CVE-2018-19052;CVE-2019-11072
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,pkg:oss:libpcap,libpcap,1.9.1,CVE-2019-15165;CVE-2023-7256
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,pkg:oss:libssh2,libssh2,1.9.0,CVE-2019-17498;CVE-2020-22218
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,pkg:oss:codesys-rt,CODESYS Control Runtime System,3.5.16.0,CVE-2021-30186;CVE-2021-30188;CVE-2021-30189
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:glibc,GNU C Library,2.35,CVE-2023-4911;CVE-2024-2961
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:libxml2,libxml2,2.9.4,CVE-2016-9318;CVE-2017-5969;CVE-2018-14567
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:busybox,BusyBox,1.30.1,CVE-2021-42374;CVE-2021-42378;CVE-2021-42386
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:openssl,OpenSSL,1.1.1n,CVE-2022-1292;CVE-2022-2068;CVE-2022-4304
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:linux-kernel,Linux Kernel,4.9.337,CVE-2019-11477;CVE-2021-33909;CVE-2022-0847
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:musl,musl libc,1.2.2,CVE-2020-28928
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:lighttpd,lighttpd,1.4.55,CVE-2022-22707;CVE-2023-44487
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:openvpn,OpenVPN,2.5.5,CVE-2022-0547;CVE-2023-46849;CVE-2023-46850
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0032_sel_sel-451-protection-system-451-5_SBOM.json,ICS-0032,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0032_sel_sel-451-protection-system-451-5_SBOM.json,ICS-0032,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0032_sel_sel-451-protection-system-451-5_SBOM.json,ICS-0032,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0032_sel_sel-451-protection-system-451-5_SBOM.json,ICS-0032,pkg:oss:libmodbus,libmodbus,3.1.4,CVE-2019-14462;CVE-2019-14463
ICS-0032_sel_sel-451-protection-system-451-5_SBOM.json,ICS-0032,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0032_sel_sel-451-protection-system-451-5_SBOM.json,ICS-0032,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0033_sel_sel-3530-rtac-3530_SBOM.json,ICS-0033,pkg:oss:busybox,BusyBox,1.31.1,CVE-2021-42375;CVE-2021-42376;CVE-2022-28391
ICS-0033_sel_sel-3530-rtac-3530_SBOM.json,ICS-0033,pkg:oss:dnsmasq,dnsmasq,2.86,CVE-2022-0934;CVE-2023-28450
ICS-0033_sel_sel-3530-rtac-3530_SBOM.json,ICS-0033,pkg:oss:linux-kernel,Linux Kernel,4.19.325,CVE-2022-0847;CVE-2023-32233
ICS-0033_sel_sel-3530-rtac-3530_SBOM.json,ICS-0033,pkg:oss:libpcap,libpcap,1.8.1,CVE-2018-16301;CVE-2019-15165
ICS-0033_sel_sel-3530-rtac-3530_SBOM.json,ICS-0033,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0033_sel_sel-3530-rtac-3530_SBOM.json,ICS-0033,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0034_hitachi-energy_ref615-feeder-protection-relay-ref615_SBOM.json,ICS-0034,pkg:oss:lwip,lwIP,1.4.1,CVE-2014-1912;CVE-2020-22283;CVE-2020-22284
ICS-0034_hitachi-energy_ref615-feeder-protection-relay-ref615_SBOM.json,ICS-0034,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0034_hitachi-energy_ref615-feeder-protection-relay-ref615_SBOM.json,ICS-0034,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0034_hitachi-energy_ref615-feeder-protection-relay-ref615_SBOM.json,ICS-0034,pkg:oss:openssl,OpenSSL,1.0.2k,CVE-2017-3731;CVE-2017-3732;CVE-2016-7055
ICS-0034_hitachi-energy_ref615-feeder-protection-relay-ref615_SBOM.json,ICS-0034,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0035_siemens_siprotec-5-protection-relay-7sj85_SBOM.json,ICS-0035,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0035_siemens_siprotec-5-protection-relay-7sj85_SBOM.json,ICS-0035,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0035_siemens_siprotec-5-protection-relay-7sj85_SBOM.json,ICS-0035,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
ICS-0035_siemens_siprotec-5-protection-relay-7sj85_SBOM.json,ICS-0035,pkg:oss:mbedtls,Mbed TLS,2.28.0,CVE-2022-35409;CVE-2023-43615
ICS-0035_siemens_siprotec-5-protection-relay-7sj85_SBOM.json,ICS-0035,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0036_ge_multilin-ur-relay-b30_SBOM.json,ICS-0036,pkg:oss:mbedtls,Mbed TLS,2.16.3,CVE-2020-10932;CVE-2020-16150;CVE-2021-24119
ICS-0036_ge_multilin-ur-relay-b30_SBOM.json,ICS-0036,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0036_ge_multilin-ur-relay-b30_SBOM.json,ICS-0036,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0036_ge_multilin-ur-relay-b30_SBOM.json,ICS-0036,pkg:oss:lwip,lwIP,2.1.2,CVE-2020-22283;CVE-2020-22285;CVE-2020-22286
ICS-0036_ge_multilin-ur-relay-b30_SBOM.json,ICS-0036,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0037_schneider_easergy-p3-protection-relay-p3u30_SBOM.json,ICS-0037,pkg:oss:libmodbus,libmodbus,3.1.4,CVE-2019-14462;CVE-2019-14463
ICS-0037_schneider_easergy-p3-protection-relay-p3u30_SBOM.json,ICS-0037,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0038_nari_pcs-9611-feeder-protection-pcs-9611_SBOM.json,ICS-0038,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0038_nari_pcs-9611-feeder-protection-pcs-9611_SBOM.json,ICS-0038,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0038_nari_pcs-9611-feeder-protection-pcs-9611_SBOM.json,ICS-0038,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0038_nari_pcs-9611-feeder-protection-pcs-9611_SBOM.json,ICS-0038,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
ICS-0038_nari_pcs-9611-feeder-protection-pcs-9611_SBOM.json,ICS-0038,pkg:oss:mbedtls,Mbed TLS,3.4.0,CVE-2023-43615
ICS-0039_hd-hyundai_higen-protection-relay-hgr-100_SBOM.json,ICS-0039,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0039_hd-hyundai_higen-protection-relay-hgr-100_SBOM.json,ICS-0039,pkg:oss:mbedtls,Mbed TLS,2.28.0,CVE-2022-35409;CVE-2023-43615
ICS-0039_hd-hyundai_higen-protection-relay-hgr-100_SBOM.json,ICS-0039,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0040_siemens_simatic-hmi-comfort-panel-tp1200_SBOM.json,ICS-0040,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2017 CU31,CVE-2022-29143;CVE-2023-21528
ICS-0040_siemens_simatic-hmi-comfort-panel-tp1200_SBOM.json,ICS-0040,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0041_rockwell_panelview-plus-terminal-7-standard-1000_SBOM.json,ICS-0041,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0041_rockwell_panelview-plus-terminal-7-standard-1000_SBOM.json,ICS-0041,pkg:oss:dotnet,Microsoft .NET Framework,4.6.2,CVE-2018-8421;CVE-2019-0545;CVE-2020-1147
ICS-0041_rockwell_panelview-plus-terminal-7-standard-1000_SBOM.json,ICS-0041,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0041_rockwell_panelview-plus-terminal-7-standard-1000_SBOM.json,ICS-0041,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM.json,ICS-0042,pkg:oss:dnsmasq,dnsmasq,2.86,CVE-2022-0934;CVE-2023-28450
ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM.json,ICS-0042,pkg:oss:libcurl,libcurl,8.4.0,CVE-2023-46218;CVE-2024-2379
ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM.json,ICS-0042,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM.json,ICS-0042,pkg:oss:mosquitto,Eclipse Mosquitto,1.5.8,CVE-2019-11779;CVE-2021-28166
ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM.json,ICS-0042,pkg:oss:musl,musl libc,1.1.24,CVE-2020-28928
ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM.json,ICS-0042,pkg:oss:openssh,OpenSSH,9.3p1,CVE-2023-38408;CVE-2023-48795;CVE-2024-6387
ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM.json,ICS-0042,pkg:oss:busybox,BusyBox,1.33.1,CVE-2021-42379;CVE-2021-42380;CVE-2022-28391
ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM.json,ICS-0042,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0043_mitsubishi_got2000-graphic-terminal-gt2712-stba_SBOM.json,ICS-0043,pkg:oss:mbedtls,Mbed TLS,2.28.0,CVE-2022-35409;CVE-2023-43615
ICS-0043_mitsubishi_got2000-graphic-terminal-gt2712-stba_SBOM.json,ICS-0043,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0043_mitsubishi_got2000-graphic-terminal-gt2712-stba_SBOM.json,ICS-0043,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0043_mitsubishi_got2000-graphic-terminal-gt2712-stba_SBOM.json,ICS-0043,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0044_advantech_webop-operator-panel-wop-2100t_SBOM.json,ICS-0044,pkg:oss:musl,musl libc,1.1.24,CVE-2020-28928
ICS-0044_advantech_webop-operator-panel-wop-2100t_SBOM.json,ICS-0044,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0044_advantech_webop-operator-panel-wop-2100t_SBOM.json,ICS-0044,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0044_advantech_webop-operator-panel-wop-2100t_SBOM.json,ICS-0044,pkg:oss:dropbear,Dropbear SSH,2020.81,CVE-2021-36369
ICS-0044_advantech_webop-operator-panel-wop-2100t_SBOM.json,ICS-0044,pkg:oss:open62541,open62541 OPC UA Stack,1.3.6,CVE-2023-31048
ICS-0044_advantech_webop-operator-panel-wop-2100t_SBOM.json,ICS-0044,pkg:oss:goahead,GoAhead Embedded Web Server,3.6.5,CVE-2017-17562;CVE-2019-5096;CVE-2019-5097
ICS-0045_delta_dop-100-hmi-dop-107bv_SBOM.json,ICS-0045,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0045_delta_dop-100-hmi-dop-107bv_SBOM.json,ICS-0045,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0046_omron_na-series-hmi-na5-12w_SBOM.json,ICS-0046,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2016 SP2,CVE-2019-1068;CVE-2020-0618
ICS-0046_omron_na-series-hmi-na5-12w_SBOM.json,ICS-0046,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0046_omron_na-series-hmi-na5-12w_SBOM.json,ICS-0046,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0046_omron_na-series-hmi-na5-12w_SBOM.json,ICS-0046,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0046_omron_na-series-hmi-na5-12w_SBOM.json,ICS-0046,pkg:oss:dotnet,Microsoft .NET Framework,4.8,CVE-2021-26701;CVE-2023-21808
ICS-0047_pilz_pmi-operator-terminal-pmi-6-primo_SBOM.json,ICS-0047,pkg:oss:busybox,BusyBox,1.33.1,CVE-2021-42379;CVE-2021-42380;CVE-2022-28391
ICS-0048_aveva_aveva-plant-scada-2020-r2_SBOM.json,ICS-0048,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0048_aveva_aveva-plant-scada-2020-r2_SBOM.json,ICS-0048,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0048_aveva_aveva-plant-scada-2020-r2_SBOM.json,ICS-0048,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0048_aveva_aveva-plant-scada-2020-r2_SBOM.json,ICS-0048,pkg:oss:openssl,OpenSSL,3.0.7,CVE-2023-0286;CVE-2023-0215;CVE-2022-4304
ICS-0049_inductive_ignition-scada-platform-8-1_SBOM.json,ICS-0049,pkg:oss:jackson,Jackson Databind,2.9.10,CVE-2019-20330;CVE-2020-8840;CVE-2020-36518
ICS-0049_inductive_ignition-scada-platform-8-1_SBOM.json,ICS-0049,pkg:oss:openjdk,OpenJDK Runtime,8u202,CVE-2019-2602;CVE-2019-2699;CVE-2020-2803
ICS-0050_copadata_zenon-supervisor-10_SBOM.json,ICS-0050,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0050_copadata_zenon-supervisor-10_SBOM.json,ICS-0050,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0050_copadata_zenon-supervisor-10_SBOM.json,ICS-0050,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2016 SP2,CVE-2019-1068;CVE-2020-0618
ICS-0050_copadata_zenon-supervisor-10_SBOM.json,ICS-0050,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0050_copadata_zenon-supervisor-10_SBOM.json,ICS-0050,pkg:oss:libcurl,libcurl,8.4.0,CVE-2023-46218;CVE-2024-2379
ICS-0050_copadata_zenon-supervisor-10_SBOM.json,ICS-0050,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0050_copadata_zenon-supervisor-10_SBOM.json,ICS-0050,pkg:oss:dotnet,Microsoft .NET Framework,4.8,CVE-2021-26701;CVE-2023-21808
ICS-0051_siemens_simatic-wincc-v7-5_SBOM.json,ICS-0051,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0051_siemens_simatic-wincc-v7-5_SBOM.json,ICS-0051,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0051_siemens_simatic-wincc-v7-5_SBOM.json,ICS-0051,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0052_ge_cimplicity-hmi-scada-11-1_SBOM.json,ICS-0052,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0052_ge_cimplicity-hmi-scada-11-1_SBOM.json,ICS-0052,pkg:oss:dotnet,Microsoft .NET Framework,4.7.2,CVE-2020-1147;CVE-2021-24112;CVE-2021-26701
ICS-0052_ge_cimplicity-hmi-scada-11-1_SBOM.json,ICS-0052,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2017 CU31,CVE-2022-29143;CVE-2023-21528
ICS-0053_schneider_ecostruxure-geo-scada-expert-2021_SBOM.json,ICS-0053,pkg:oss:libcurl,libcurl,8.0.1,CVE-2023-27533;CVE-2023-27536;CVE-2023-38545
ICS-0053_schneider_ecostruxure-geo-scada-expert-2021_SBOM.json,ICS-0053,pkg:oss:libxml2,libxml2,2.9.14,CVE-2022-40303;CVE-2022-40304;CVE-2023-28484
ICS-0053_schneider_ecostruxure-geo-scada-expert-2021_SBOM.json,ICS-0053,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0053_schneider_ecostruxure-geo-scada-expert-2021_SBOM.json,ICS-0053,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0053_schneider_ecostruxure-geo-scada-expert-2021_SBOM.json,ICS-0053,pkg:oss:dotnet,Microsoft .NET Framework,4.6.2,CVE-2018-8421;CVE-2019-0545;CVE-2020-1147
ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM.json,ICS-0054,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM.json,ICS-0054,pkg:oss:sqlite,SQLite,3.22.0,CVE-2018-8740;CVE-2019-8457;CVE-2020-11655
ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM.json,ICS-0054,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM.json,ICS-0054,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM.json,ICS-0054,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM.json,ICS-0054,pkg:oss:dotnet,Microsoft .NET Framework,4.8,CVE-2021-26701;CVE-2023-21808
ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM.json,ICS-0054,pkg:oss:libcurl,libcurl,7.64.0,CVE-2019-5481;CVE-2019-5482;CVE-2020-8177
ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM.json,ICS-0054,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2017 CU31,CVE-2022-29143;CVE-2023-21528
ICS-0055_aveva_aveva-historian-2020-r2_SBOM.json,ICS-0055,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2016 SP2,CVE-2019-1068;CVE-2020-0618
ICS-0055_aveva_aveva-historian-2020-r2_SBOM.json,ICS-0055,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0055_aveva_aveva-historian-2020-r2_SBOM.json,ICS-0055,pkg:oss:libxml2,libxml2,2.9.4,CVE-2016-9318;CVE-2017-5969;CVE-2018-14567
ICS-0055_aveva_aveva-historian-2020-r2_SBOM.json,ICS-0055,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0055_aveva_aveva-historian-2020-r2_SBOM.json,ICS-0055,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0056_ge_proficy-historian-2022_SBOM.json,ICS-0056,pkg:oss:dotnet,Microsoft .NET Framework,4.7.2,CVE-2020-1147;CVE-2021-24112;CVE-2021-26701
ICS-0056_ge_proficy-historian-2022_SBOM.json,ICS-0056,pkg:oss:openssl,OpenSSL,1.1.1k,CVE-2021-3711;CVE-2021-3712;CVE-2022-0778
ICS-0056_ge_proficy-historian-2022_SBOM.json,ICS-0056,pkg:oss:libcurl,libcurl,8.0.1,CVE-2023-27533;CVE-2023-27536;CVE-2023-38545
ICS-0056_ge_proficy-historian-2022_SBOM.json,ICS-0056,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0056_ge_proficy-historian-2022_SBOM.json,ICS-0056,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2019 CU22,CVE-2023-21528
ICS-0056_ge_proficy-historian-2022_SBOM.json,ICS-0056,pkg:oss:libxml2,libxml2,2.9.14,CVE-2022-40303;CVE-2022-40304;CVE-2023-28484
ICS-0057_honeywell_uniformance-phd-historian-r500_SBOM.json,ICS-0057,pkg:oss:openssl,OpenSSL,1.0.2k,CVE-2017-3731;CVE-2017-3732;CVE-2016-7055
ICS-0057_honeywell_uniformance-phd-historian-r500_SBOM.json,ICS-0057,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0057_honeywell_uniformance-phd-historian-r500_SBOM.json,ICS-0057,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0057_honeywell_uniformance-phd-historian-r500_SBOM.json,ICS-0057,pkg:oss:libcurl,libcurl,7.29.0,CVE-2016-8615;CVE-2018-1000120;CVE-2019-5482
ICS-0058_emerson_deltav-continuous-historian-14-3_SBOM.json,ICS-0058,pkg:oss:libcurl,libcurl,7.29.0,CVE-2016-8615;CVE-2018-1000120;CVE-2019-5482
ICS-0058_emerson_deltav-continuous-historian-14-3_SBOM.json,ICS-0058,pkg:oss:sqlite,SQLite,3.39.4,CVE-2022-46908;CVE-2023-7104
ICS-0058_emerson_deltav-continuous-historian-14-3_SBOM.json,ICS-0058,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0058_emerson_deltav-continuous-historian-14-3_SBOM.json,ICS-0058,pkg:oss:dotnet,Microsoft .NET Framework,4.7.2,CVE-2020-1147;CVE-2021-24112;CVE-2021-26701
ICS-0058_emerson_deltav-continuous-historian-14-3_SBOM.json,ICS-0058,pkg:oss:openssl,OpenSSL,1.0.2k,CVE-2017-3731;CVE-2017-3732;CVE-2016-7055
ICS-0059_yokogawa_exaquantum-plant-information-system-r3-20_SBOM.json,ICS-0059,pkg:oss:libxml2,libxml2,2.9.10,CVE-2021-3517;CVE-2021-3518;CVE-2022-29824
